Description;accueil;Description_2;Description_3;clusters
bonjour  je suis tres active dans ma recherche d emploi   quand je candidate par pole emploi  plusieurs semaines s ecoulent avant que ma candidature soit examinee  voila ce que je lis   en cours d examen par le recruteur   plusieurs semaines    preuve a l appui avec copie d ecran  vous vous imaginez   et apres le recruteur marque    annonce cloturee   une honte pour cet organisme qui nous demande de nous justifier a longueur de temps  quand je suis redirigee sur une agence d interim  c est le parcours du combattant  jamais je n arrive directement sur la bonne agence  il faut d abord s inscrire a x qui vous redirige vers y auquel il faut s inscrire  bref vous etes oblige de vous inscrire a presque toutes les agence d interim pour pouvoir postuler  et bien sur  a moins d etre dans l urgence la boite d interim ne donne pas suite a votre candidature  si quelques unes envoie un mail programmer qui vous dit que dans les 15 jours si pas de reponse c est mort ;1;['ecoulent', 'examin', 'lis', 'examen', 'recruteur', 'appui', 'ecran', 'imagin', 'recruteur', 'marqu', 'clotur', 'longueur', 'redirig', 'agenc', 'interim', 'combatt', 'agenc', 'abord', 'x', 'redirig', 'auquel', 'agenc', 'interim', 'urgenc', 'interim', 'programm', 'repon', 'mort'];ecoulent examin lis examen recruteur appui ecran imagin recruteur marqu clotur longueur redirig agenc interim combatt agenc abord x redirig auquel agenc interim urgenc interim programm repon mort;1
beaucoup de prestations pole emploi comme activ emploi  toute mes clef pour un emploi durable et j en passe ne servent a rien  en 2010 pole emploi proposait en interne une prestation qui s apellais cap vers l entreprise  et qui etait mieux  la conseillere qui me suivait a l epoque a pris le temps de trouver un emploi qui me convienne  alors que les prestations comme activ emploi on m a impose un emploi dans lequel je ne suis pas reste car il ne me convenait pas   autant dire que ces prestation sont de l argent jete par les fenetre ;1;['clef', 'durabl', '2010', 'intern', 'apel', 'cap', 'epoqu', 'convien', 'impos', 'lequel', 'conven', 'argent', 'jet', 'fenetr'];clef durabl 2010 intern apel cap epoqu convien impos lequel conven argent jet fenetr;-1
mon experience n est pas concluante car trop d offres sont depassees depuis longtemps  les agents les remontent sans verifier si l employeur a trouve quelqu un  quand on demande une formation  on nous repond  pole emploi n est pas une banque    ou vont les cotisations pour la formation   ah si  on nous propose des immersions dans des entreprises  non remunerees   sans compter les reponses des employeurs du genre  on n est pas assures pour tel stage    vous etes trop vieux  ou encore  ou est la camera cachee   ;1;['conclu', 'offre', 'dep', 'longtemp', 'agent', 'remontent', 'employeur', 'format', 'banqu', 'format', 'ah', 'immer', 'remuner', 'compt', 'repon', 'employeur', 'assur', 'tel', 'vieux', 'cam', 'cach'];conclu offre dep longtemp agent remontent employeur format banqu format ah immer remuner compt repon employeur assur tel vieux cam cach;-1
nous avons creee notre restaurant en couple  nous avons monte le projet dans le rhone mais nous avons ouvert notre restaurant en saone et loire  nous avons utilise l accre versee mensuellement et avons demenage dans ce meme departement  catastrophe  pendant 2 mois  nous n avons percu rien percu   dossier perdu  non transmis  a recommencer  pas les memes documents d une region a l autre  c etait en 2018  on est encore traumatise  chaque semaine a toquer a pole emploi sans reponse  j ai fini par suivre les conseils d un conseiller pole emploi au 3949  qui ne pouvait rien faire car le dossier n etait pas scanne       aller a l agence et pleurer    bonne nouvelle  cela a marche  mais  je pense qu on peut faire mieux et rendre tout ca automatique au niveau national   ;1;['restaur', 'coupl', 'rhon', 'ouvert', 'restaur', 'saon', 'loir', 'accre', 'demenag', 'doss', 'recommenc', 'docu', 'region', '2018', 'traumat', 'toqu', 'repon', '3949', 'doss', 'agenc', 'pleur', 'national'];restaur coupl rhon ouvert restaur saon loir accre demenag doss recommenc docu region 2018 traumat toqu repon 3949 doss agenc pleur national;-1
j ai demande a etre inscrite a une formation financee par le pole emploi  mon ordinateur a ete degrade apres avoir suivi la reunion de lancement de la formation  je suis allee au pole emploi pour demander un espace de connexion a internet pour suivre la formation  l agent pole emploi a refuse de me laisser m installer a un poste de travail  l agence pole emploi a pourtant un espace de connexion pour le demandeur d emploi qui suivent une formation ;1;['inscrit', 'format', 'financ', 'degrad', 'lanc', 'format', 'connexion', 'internet', 'format', 'agent', 'install', 'agenc', 'connexion', 'suivent', 'format'];inscrit format financ degrad lanc format connexion internet format agent install agenc connexion suivent format;0
satisfaite de pole emploi pour postuler spontanement ou directement l employeur avec une bonne presentation  mon cv et la lettre de motivation     j ai passe un entretien d embauche a chaque fois tout s est passe bien  il etait satisfait   mais au bout de quelques jours  j ai des reponses negatives  a la fin c est decouragent    ;1;['satisf', 'spontan', 'employeur', 'satisf', 'repon', 'decouragent'];satisf spontan employeur satisf repon decouragent;-1
je suis au chomage  j ai un debit internet insuffisant et donc je me rends a pole emploi pour effectuer mes recherches   le libre service n est disponible que le matin   ce qui limite l efficacite des demarches   pire   j ai voulu postuler a des emplois sur la pep   mais quand je valide ma candidature   j ai un message m indiquant que je  ne peux pas postuler a partir de ce poste informatique  je postulais pour etre agent d accueil dans un accueillir france service  qui est fait pour faciliter les demarches en ligne des usagers   ce qui est un comble  il faut arreter d obliger les gens a tout faire sur le net  surtout que tout le monde n a pas internet  ou avec debit trop faible   ou n a pas acces aux bons logiciels  il faudrait deja donner acces a la fibre dans les zones rurales   ou communes peu peuplees ;1;['chomag', 'deb', 'internet', 'insuff', 'libr', 'servic', 'efficac', 'demarch', 'pep', 'postul', 'agent', 'servic', 'demarch', 'usag', 'combl', 'net', 'internet', 'deb', 'faibl', 'fibr', 'zon', 'rural', 'peupl'];chomag deb internet insuff libr servic efficac demarch pep postul agent servic demarch usag combl net internet deb faibl fibr zon rural peupl;-1
pole emploi accueil pole emploi service indisponible nous vous prions de nous excuser pour ce desagrement et vous invitons a reessayer ulterieurement  si vous le souhaitez vous pouvez acceder a votre espace personnel ;1;['servic', 'indisponibl', 'prion', 'desagr', 'inviton', 'ulterieur', 'personnel'];servic indisponibl prion desagr inviton ulterieur personnel;1
en recherche d emploi  je me retrouve a naviguer entre pole emploi application  pole emploi mes offres application  pole emploi en ligne pour certaines demarches  memo pole emploi pour je ne sais meme plus la raison  le numerique etait sense nous simplifier la vie  il n a fait que la compliquer tout en isolant l usager  quant aux conseillers  lorsqu ils sont disponibles  ils n ont pas les competences necessaires pour nous orienter correctement  ils nous transmettre des documents sans explication ou divaguent dans leurs essais d information  la recherche d emploi devrait etre la mission du secteur prive dont les agents obtiendraient des primes en fonction des resultats  les agents publics sont indifferents quant a votre avancee professionnelle  aucun des conseillers que j ai cotoye ne m a fait bonne impression  pour preuve  j ai trouve moi meme mes formations et emplois precedents   ;1;['navigu', 'offre', 'demarch', 'memo', 'num', 'isol', 'usag', 'lorsqu', 'disponibl', 'orient', 'docu', 'divaguent', 'essais', 'agent', 'obtiendr', 'agent', 'indifferent', 'cotoy', 'impress', 'format'];navigu offre demarch memo num isol usag lorsqu disponibl orient docu divaguent essais agent obtiendr agent indifferent cotoy impress format;0
je souhaite creer une entreprise  malheureusement la formation bijouterie est payante  pole emploi ne souhaite pas financer ma formation ;1;['format', 'bijout', 'pai', 'financ', 'format'];format bijout pai financ format;0
pole emploi m a inscrit dans une formation professionnelle a2sp a afpa meudon la foret   cela s est tres bien passe avec des formateurs de qualite en securite privee des etablissements recevant du public et des immeubles de grande hauteur des personnes et des biens  merci beaucoup a tout ceux qui m ont soutenu dans la realisation de la formation ;1;['inscrit', 'format', 'a2sp', 'afpa', 'meudon', 'foret', 'secur', 'etabl', 'recev', 'immeubl', 'hauteur', 'person', 'soutenu', 'format'];inscrit format a2sp afpa meudon foret secur etabl recev immeubl hauteur person soutenu format;0
au debut de cette experience j etais perdue mais heureusement j ai du trouver quelqu un qui ma montre comment faire et j ai reussi comme une grande j etais tres contente c est pas la caf nit ants c est mon conseiller de pole emploi qui ma guide sur mes demarches et je remercie toute l equipe;1;['montr', 'content', 'caf', 'nit', 'ant', 'guid', 'demarch', 'equip'];montr content caf nit ant guid demarch equip;-1
j ai demande a participer a une formation professionnelle en anglais a ma conseillere pole emploi  elle a refuse ma demande et a dit      vous demandez des informations concernant le financement d une formation en anglais  je vous informe que pole emploi guadeloupe iles du nord ne finance pas les formations en langues  vous pouvez vous rapprocher de guadeloupe formation qui propose le dispositif   cigarel     vous pouvez consultez sur le site internet de guadeloupe formation    l information que me transmet ma conseillere pole emploi est fausse  plusieurs formations en anglais professionnel sont proposees toute l annee par le pole emploi ;1;['format', 'anglais', 'financ', 'format', 'anglais', 'guadeloup', 'ile', 'nord', 'financ', 'format', 'langu', 'rapproch', 'guadeloup', 'format', 'cigarel', 'internet', 'guadeloup', 'format', 'transmet', 'format', 'anglais'];format anglais financ format anglais guadeloup ile nord financ format langu rapproch guadeloup format cigarel internet guadeloup format transmet format anglais;0
j ai malheureusement que trop d experiences negatives avec pole emploi a partir du moment ou je trouve de reelles opportunites pour acceder a l emploi  la periode de mise en situation professionnelle   comme un stage d observation d un metier  dispositif propose par pole emploi  permet de s immerger en entreprise dans le metier de votre projet professionnel  lorsqu un employeur vous ouvre cette opportunite dans un milieu ou elle est tres rare  vous aurez bataille a decrocher cela et vous voyez vos efforts mis a neant par les equipes pole emploi joignables uniquement par mail qui vous font tourner avec le cerfa en rond  par mail  par telephone  en physique en agence avec le tres desagreable sentiment que vous derangez fortement  jusqu a ce que l employeur se desinteresse de vous  quand vous sechez vos larmes et formulez une reclamation  celles ci  uniquement traites par les conseillers eux memes   sont immediatement fermees ;1;['opportun', 'observ', 'immerg', 'lorsqu', 'employeur', 'opportun', 'milieu', 'rar', 'bataill', 'decroch', 'effort', 'equip', 'joignabl', 'cerf', 'rond', 'agenc', 'derang', 'employeur', 'desinteress', 'sech', 'larm', 'reclam', 'cel', 'immediat', 'ferm'];opportun observ immerg lorsqu employeur opportun milieu rar bataill decroch effort equip joignabl cerf rond agenc derang employeur desinteress sech larm reclam cel immediat ferm;-1
au pole emploi le service est inefficace  le personnel incorrect  enfin service a revoir;1;['servic', 'inefficac', 'personnel', 'incorrect', 'servic', 'revoir'];servic inefficac personnel incorrect servic revoir;-1
bonjour   comme est indique sur mon titre  j ai eu un probleme d iban avec le service du pole emploi  cet etablissement fait partie du service public  une loi a ete ecrite et appliquee  mais malgre cela on m a refuse a plusieurs reprises mon compte bancaire situe au royaume uni qui fait partie de l union europeenne  le personnel de cet etablissement a ete tres desagreable  m a renvoye plusieurs fois au pied du mur  ne comprenant pas pourquoi j utilisais ce compte  c est dans mes droits   je suis de nationalite francaise  je peux ouvrir un compte bancaire ou cela me chante et ne pas etre catalogue ou refoule  de nos jours  il faudrait que les choses changent  et ainsi pouvoir accedera tous les services comme une personne banale  merci de votre comprehension ;1;['iban', 'servic', 'etabl', 'servic', 'compt', 'bancair', 'situ', 'royaum', 'uni', 'union', 'europeen', 'personnel', 'etabl', 'renvoy', 'pied', 'mur', 'compren', 'compt', 'national', 'compt', 'bancair', 'chant', 'catalogu', 'refoul', 'changent', 'acced', 'servic', 'person', 'banal'];iban servic etabl servic compt bancair situ royaum uni union europeen personnel etabl renvoy pied mur compren compt national compt bancair chant catalogu refoul changent acced servic person banal;0
