Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;courrier;accueil;reseaux sociaux;Description_2;Description_3;clusters
je me retrouve exactement dans cette situation  j ai de nouveau un pseudo conseiller referent pour des echanges priviligies  sauf que cela fait 3 mails que j envoie sans la moindre reponse  j habite marseille  suis rattache a la belle de mai qui traite tout sauf l indemnisation  or c est l un des seuls services ou nous avons besoin d un contact presentiel et c etait le cas precedemment  un 3949 qui est sature   sauf pour ceux qui ne l ont jamais utilise    sous couvert de simplification  nous payons les economies a realiser  cela fait 2 mois que mon dossier est bloque pour un simple document qui peut etre traite en 5 mins;0;1;1;1;0;1;0;['exact', 'pseudo', 'privilig', 'repons', 'habit', 'marseil', 'rattach', 'indemnis', 'seul', 'contact', 'presentiel', '3949', 'satur', 'couvert', 'payon', 'dossi', 'docu', 'min'];exact pseudo privilig repons habit marseil rattach indemnis seul contact presentiel 3949 satur couvert payon dossi docu min;-1
j avais trois employeurs  ce qui me permettait de gagner environ 1600 euros nets par mois    j ai perdu recemment un de ces trois emplois  environ 650 euros mensuels     le calcul de mon allocation ne se basant que sur ce seul emploi perdu sans prendre en compte mes deux autres employeurs  grace auxquels j ai pourtant cotise  font que j ai theoriquement droit a 430 euros d allocation par mois    comme je n ai pas perdu mes deux autres emplois  et que je gagne selon les mois entre 800 et 1000 euros nets et que ces montants sont deduits des 430 euros suscites  je ne percois en pratique pas d allocation are  c est un droit fantome  ;1;1;0;1;1;0;0;['employeur', '1600', 'euros', 'net', 'recent', '650', 'euros', 'alloc', 'compt', 'employeur', 'auxquel', 'theoriqu', '430', 'euros', 'alloc', 'selon', '800', '1000', 'euros', 'net', 'deduit', '430', 'euros', 'suscit', 'percois', 'alloc', 'fantom'];employeur 1600 euros net recent 650 euros alloc compt employeur auxquel theoriqu 430 euros alloc selon 800 1000 euros net deduit 430 euros suscit percois alloc fantom;2
voici plusieurs semaines que je tente de contacter le service fraude de pe par le biais de mon espace personnel a la demande de pe car j ai constate une fraude massive a pole emploi de la part d un employeur    comme indique  je dispose de nombreux documents qui demontrent la fraude     mais aucune reponse  aucune prise de contact de la part de pole emploi fraude  pourtant en agence  ils ont observe la fraude que j ai denoncee  mais le service fraude rien   je doute de la volonte du service de fraude de chasser tous les fraudeurs  les petites gens  oui  mais les societes  non   j ai d ailleurs contacte mme borne qui ne semple pas plus interessee ;0;1;0;0;0;0;0;['voic', 'contact', 'fraud', 'bi', 'fraud', 'massiv', 'employeur', 'dispos', 'docu', 'demontrent', 'fraud', 'repons', 'contact', 'fraud', 'observ', 'fraud', 'denonce', 'fraud', 'volont', 'fraud', 'chass', 'fraudeur', 'societ', 'contact', 'mme', 'born', 'sempl', 'interesse'];voic contact fraud bi fraud massiv employeur dispos docu demontrent fraud repons contact fraud observ fraud denonce fraud volont fraud chass fraudeur societ contact mme born sempl interesse;-1
bonjour  au mois de fevrier 2021 je me suis lance dans un projet de reprise d une entreprise alors en redressement judiciaire et composee d une dizaine de collaborateurs menaces de perdre leur emploi  grace au soutien apporte par pole emploi et au soutien de mon conseiller j ai continue a beneficier de l aide mensuel jusqu a fin decembre 2022 et ainsi pu me consacrer l esprit plus libre a relancer mon entreprise  sauvegarder et creer des emplois  demarcher mes clients  mes partenaires  etc  sans cette aide il m aurait ete difficile de me projeter  j aurais pu beneficier en une seule fois de cette aide mais j ai prefere mensualiser celle ci et je ne le regrette absolument pas  j ai ainsi pu gerer plus sereinement mon entreprise   merci vraiment a pole emploi et ses acteurs   cordialement;0;1;0;1;0;1;0;['lanc', 'redress', 'judiciair', 'compose', 'dizain', 'collabor', 'soutien', 'apport', 'soutien', 'consacr', 'esprit', 'libr', 'sauvegard', 'demarch', 'partenair', 'prefer', 'mensualis', 'serein', 'acteur'];lanc redress judiciair compose dizain collabor soutien apport soutien consacr esprit libr sauvegard demarch partenair prefer mensualis serein acteur;3
actualisation   terrible  je ne sais pas pourquoi chaque fois il faut trouvez le numero de chaque employeur et pas par nom   en plus   doublon des employers ou manque des employeurs   essayez d envoyer pour 14 employeur deux pages de bulletin salaire et a la fin la page reviens au debout  ;1;0;0;0;0;0;0;['terribl', 'employeur', 'doublon', 'employer', 'employeur', '14', 'employeur', 'bulletin', 'salair', 'revien', 'debout'];terribl employeur doublon employer employeur 14 employeur bulletin salair revien debout;2
a propos de l actualisation en ligne sur le site pole emploi  l ancien systeme etait a la fois simple  efficace  et responsabilisant  en outre  une fois tous les champs completes  un lien direct permettait de telecharger la preuve d actualisation avec les jours et heures de travail effectuees dans le mois  les employeurs  le nouveau systeme d actualisation pre rempli est ambigu  flou  et source d erreurs   il faut systematiquement corriger des champs  rajouter des emplois manquants  ou supprimer des lignes   d autre part  si l on veut conserver une preuve de l actualisation remplie et complete  c est a dire pas seulement l attestation proposee  qui n apporte aucune preuve des heures declarees   il est tres difficile de trouver ceci sur le site ;1;1;0;0;0;0;0;['system', 'responsabilis', 'outr', 'lien', 'employeur', 'system', 'ambigu', 'flou', 'sourc', 'rajout', 'conserv', 'attest', 'propose', 'apport', 'cec'];system responsabilis outr lien employeur system ambigu flou sourc rajout conserv attest propose apport cec;-1
inscription a pole emploi apres rupture conventionnelle dans la fpt  26 ans de carriere publique   projet de creation d entreprise commerciale dans le domaine de decoration de prestige  accueil tres enrichissant avec une conseillere de pole emploi ;1;0;0;0;0;1;0;['conventionnel', 'fpt', '26', 'commercial', 'decor', 'prestig', 'enrich'];conventionnel fpt 26 commercial decor prestig enrich;-1
devant conjuguer le quotidien avec un handicap  j ai fait valoir mes droits au pole emploi  resultat   400 euros en moins pour vivre  dans le cas present avec des charges de 800 euros pour logement  electricite  eau  assurance  il reste 50 euros par semaine pour se nourrir  mettre du carburant et a peine participer aux besoins de mon fils  dans un contexte d inflation permanente  d un cote tout augmente et de l autre tout se reduit dans une societe ou le service public est en en general un repondeur a options  impossible de prendre un rdv avec un conseiller aupres de pole emploi  aucun creneau physique  telephonique ou visio  consultation pour ma retraite impossible  mon numero de securite sociale qui fonctionne parfaitement pour le tresor public par exemple ne convient pas  dans cette societe anxiogene ou l on se voit couler et chaque jour descendre un peu plus bas   il semble que tout tend a nous faire disparaitre   ;1;1;1;0;0;1;0;['conjugu', 'quotidien', 'handicap', 'valoir', '400', 'euros', 'charg', '800', 'euros', 'log', 'electricit', 'eau', 'assur', '50', 'euros', 'nourr', 'carbur', 'besoin', 'fil', 'context', 'inflat', 'permanent', 'augment', 'reduit', 'repondeur', 'option', 'rdv', 'creneau', 'visio', 'retrait', 'securit', 'tresor', 'convient', 'anxiogen', 'voit', 'coul', 'descendr', 'tend', 'disparaitr'];conjugu quotidien handicap valoir 400 euros charg 800 euros log electricit eau assur 50 euros nourr carbur besoin fil context inflat permanent augment reduit repondeur option rdv creneau visio retrait securit tresor convient anxiogen voit coul descendr tend disparaitr;3
je suis impressionne par le niveau de mediocrite des services   si je n utilise pas le bon email  mes interlocuteurs ne recoivent pas mon email le logiciel detecte une piece jointe   paf bloque  et lorsqu il demande un pdf il ne le reconnait pas  pas d endroit ou mettre de facon claire  precise  avec un minimum d ux design son cv   a hurler    et pourtant certains salaries de pole emploi sont bons  competents  et s impliquent vraiment  le systeme dans le fond est bon   mais les outils auxquels je suis confronte deplorables   rien qu aujourd hui      service indisponible nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement   si vous le souhaitez vous pouvez  acceder a votre espace personnel   rebelotte   ;1;0;1;1;0;0;0;['impression', 'mediocrit', 'interlocuteur', 'recoivent', 'detect', 'joint', 'paf', 'lorsqu', 'pdf', 'recon', 'endroit', 'ux', 'design', 'hurl', 'competent', 'impliquent', 'system', 'fond', 'auxquel', 'confront', 'deplor', 'indisponibl', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', 'rebelott'];impression mediocrit interlocuteur recoivent detect joint paf lorsqu pdf recon endroit ux design hurl competent impliquent system fond auxquel confront deplor indisponibl prion desagr inviton connect ulterieur rebelott;-1
je dois tout detailler sans rien oublier a pole emploi   du coup  le chomeur courageux qui prend tout pour ne pas etre a charge  se prend la tete pour sa declaration express  attendu que l interim paye le 11  envoie la fiche de paie apres  et que le 15  c est trop tard pour declarer ;1;0;0;0;0;0;0;['detaill', 'oubli', 'courag', 'tet', 'declar', 'express', 'attendu', 'interim', 'pay', '11', 'pai', 'declar'];detaill oubli courag tet declar express attendu interim pay 11 pai declar;2
apres avoir fait plusieurs demande sans reponse de pole emploi  je dirais meme comme toujours  rien n a change la lettre recommandee comme l email n a toujours pas de reponse aujourd hui  pour cacher les problemes avec certains patrons ou association  je pense que pole emploi devient professionnel  comment faire pour etre entendu comme avec l inspection du travail et aussi les prud hommes de laon ;0;0;0;1;1;0;0;['repons', 'dir', 'recommande', 'repons', 'cach', 'patron', 'associ', 'entendu', 'inspect', 'prud', 'homm', 'laon'];repons dir recommande repons cach patron associ entendu inspect prud homm laon;3
la nouvelle actualisation  qui indique le nombre d heures et le brut est moyennement satisfaisant pour deux raisons    1   il est normal de ne pas pouvoir renseigner un nombre a virgule mais la regle veut que 10 52 devienne 11 et non 10   j ai remarquer ce qui me semble une erreur  par exemple 619 60 brut devient 620 et non 619   2   n ayant pas recu d attestation employeur  rien ne me dis si je dois les fournir a pole emploi    cela n est pas assez clair a mon sens ;1;0;0;0;0;0;0;['moyen', 'satisfais', 'raison', 'virgul', '52', 'devien', '11', 'remarqu', '619', '60', '620', '619', 'attest', 'employeur'];moyen satisfais raison virgul 52 devien 11 remarqu 619 60 620 619 attest employeur;2
c est simple  inscrit depuis septembre 2021 comme demandeur d emploi  j ai recu 1 convocation par un intervenant decouvrant mon dossier  puis plus rien     j ai sollicite des rendez vous pour des projets professionnels  mais  la  encore    j ai suivi une formation de fin mai 22 a fin aout 22  et la  menace de resiliation     que dois je faire pour attirer votre attention    du moins  vous amener a m aider a retrouver un emploi    meme si je ne reste pas inactif car je reste en activite  en qualite d interimaire  ce n est pas une solution pour moi  j attends un appui actif de la part de vos conseillers  eres  qui sont censes  es  s employer a cette tache   cordialement;0;0;0;0;0;1;0;['inscrit', 'convoc', 'interven', 'decouvr', 'dossi', 'format', '22', '22', 'resili', 'attir', 'amen', 'inact', 'interimair', 'attend', 'appui', 'actif', 'ere', 'tach'];inscrit convoc interven decouvr dossi format 22 22 resili attir amen inact interimair attend appui actif ere tach;-1
je suis actuellement en recherche d emploi en tant que cameraman  videaste operateur de prise de vue  j ai vraiment beaucoup de mal a trouver de l aide  quand je cherche du travail dans mon domaine sur le site pole emploi  j ai systematiquement des offres qui ne correpspondent pas comme  operateur en plasturgie  h f    operateur polyvalent   services rafales  h f    operateur de silo  h f   y a que deux offre qui correspondent     cameraman cadreur monteur  camerawoman cadreuse monteuse  h f  et pourtant il m anoncent 7620 offres pour cadreur   j ai bien selectione la section audiovisuel ;0;1;0;0;0;0;0;['cameraman', 'videast', 'oper', 'offre', 'correpspondent', 'oper', 'plasturg', 'h', 'f', 'oper', 'polyvalent', 'rafal', 'h', 'f', 'oper', 'silo', 'h', 'f', 'offre', 'correspondent', 'cameraman', 'cadreur', 'monteur', 'camerawoman', 'cadreux', 'monteux', 'h', 'f', 'anoncent', '7620', 'offre', 'cadreur', 'selection', 'section', 'audiovisuel'];cameraman videast oper offre correpspondent oper plasturg h f oper polyvalent rafal h f oper silo h f offre correspondent cameraman cadreur monteur camerawoman cadreux monteux h f anoncent 7620 offre cadreur selection section audiovisuel;0
