Description;accueil;Description_2;Description_3;clusters
mme ramon est genial  professionnelle et super sympa  vraiment efficace   merci a vous pour votre aide    ;1;['mme', 'ramon', 'genial'];mme ramon genial;1
je n ai pas depasser le seuil de la porte  j ai juste deposer un document a l accueil la dame etait rapide et efficace bon accueil ;1;['depass', 'seuil', 'docu'];depass seuil docu;1
super premier rendez vous avec lara  tres sympa et professionnelle  ;1;['lar'];lar;1
porte d entree  digicode qui ne fonctionnait pas  impossibilite d entrer  obligee d attendre que quelqu un sorte pour pouvoir acceder aux locaux  mauvais accueil et conseillere parfois meprisante  horaire de rdv non honore   prise en charge et propositions d offres non adaptees;1;['entre', 'digicod', 'impossibilit', 'entrer', 'oblige', 'mauv', 'mepris', 'horair', 'rdv', 'honor', 'offre', 'adapte'];entre digicod impossibilit entrer oblige mauv mepris horair rdv honor offre adapte;0
sans nier les commentaires des autres beneficiaires  j ai ete accueillie par une personne tres humaine  douce et capable d empathie pour mon premier rendez vous  je redige ce commentaire afin de rassurer d autres personnes qui pourraient etre inquietes  comme je l etais  d y aller et de remercier la personne qui m a recue ;1;['ni', 'commentair', 'beneficiair', 'person', 'douc', 'capabl', 'empath', 'redig', 'commentair', 'rassur', 'person', 'inquiet', 'remerci', 'person'];ni commentair beneficiair person douc capabl empath redig commentair rassur person inquiet remerci person;-1
bon accueil bien organise;1;[];;-1
acceuil deplorables j ai demander un recapitulatif il n a pas reussi a envoyez   en plus d un egris desagreable  sa vous prend de haut  dommage j aurais pas mis d etoiles  ;1;['acceuil', 'deplor', 'recapitul', 'egris', 'haut'];acceuil deplor recapitul egris haut;1
tres reactif  conseillere au top  merci ;1;['reactif', 'top'];reactif top;-1
accueil nickel et personnel tres a l ecoute et sans jugement  reellement interesse par la personne en face de soi  echange tres agreable    locaux encore en travaux mais ne pose pas de soucis    ;1;['nickel', 'personnel', 'jug', 'person', 'fac', 'soi', 'traval', 'souc'];nickel personnel jug person fac soi traval souc;-1
pas de consideration  accueil horrible  on vous demande deux fois pourquoi vous etes la  les dames a l accueil raconte leur vie privee super fort  et notamment du public  specifique  quel gere  devant le  public   prise de rdv en retard  n ecoute pas  on connait mieux le marche d emploi qu eux   c est inquietant  boit des mugs de cafe  the a l accueil  parle fort  revoir la maniere de s adresser aux personnes     compte rendu d entretien faux  pas du tout notre echange  et pleins de fautes ;1;['horribl', 'racont', 'prive', 'specif', 'rdv', 'retard', 'inquiet', 'mug', 'caf', 'the', 'revoir', 'person', 'compt', 'plein'];horribl racont prive specif rdv retard inquiet mug caf the revoir person compt plein;0
un lieu calme avec des personnes bienveillantes  disponibles et qui font tout pour vous aider  ;1;['calm', 'person', 'disponibl'];calm person disponibl;-1
recu a l interphone pour que l on me demande de prendre rdv pour deposer un document  alors que ces meme personnes font les magasins le week end  ca me fait doucement rire  ;1;['interphon', 'rdv', 'docu', 'person', 'magasin', 'week', 'end', 'douc', 'rir'];interphon rdv docu person magasin week end douc rir;0
  ;1;[];;-1
accueil deplorable  des personnes moroses et depressives qui ne repondent meme pas a vos questions ;1;['deplor', 'person', 'moros', 'depress', 'repondent'];deplor person moros depress repondent;1
je suis satisfaite de ma demande malgre mon interlocutrice a  l accueil   les conseillers sont tres a l ecoute se mettent  en oeuvres pour nous aider  je les remercie vivement;1;['satisfait', 'interlocutric', 'mettent', 'oeuvr', 'viv'];satisfait interlocutric mettent oeuvr viv;1
conseillere sympathique  acceuil agreable  endroit facile a trouver mais dommage un peut loin  le pole emploi en general fait des procedures tres longues attente de 6 mois jusqu a 3 ans pour insertion a la formation   demande de financement  orientation  insertion a l emploi  il faut persever aller tout le temps et connaitre ces justes droits   n hesitez pas a chercher sur internet sur vos droit parce que les conseillers ne donne presque jamais la bonne solution   ou celle qui ve convient vraiment ;1;['sympath', 'acceuil', 'endroit', 'procedur', 'insert', 'format', 'financ', 'orient', 'insert', 'persev', 'connaitr', 'just', 'hesit', 'internet', 've', 'convient'];sympath acceuil endroit procedur insert format financ orient insert persev connaitr just hesit internet ve convient;-1
j ai eu un rdv aujourd hui avec une conseillere  elle ne m as absolument pas aide  quand on commence un entretien par  alors je ne vous juge absolument pas mais      c est deja du jugement ;1;['rdv', 'jug', 'jug'];rdv jug jug;1
tres bonne agence  j ai eu besoin d explications et d informations a plusieurs reprises depuis ma rupture conventionnelle et ma creation d activites en tant qu auto entrepreneur  je suis toujours tombee sur des personnes agreables et reactives  un vrai plaisir ;1;['agenc', 'conventionnel', 'auto', 'entrepreneur', 'tombe', 'person', 'reactiv', 'plais'];agenc conventionnel auto entrepreneur tombe person reactiv plais;1
du personnel inexperimente a eviter ont toute absolue   une catastrophe un personnel qui n es pas competent un mouvement feministes on sent une pression enorme au locaux manque d humanite et une cupidite certaines et manifeste   ;1;['personnel', 'inexperiment', 'personnel', 'competent', 'mouv', 'femin', 'pression', 'humanit', 'cupidit', 'manifest'];personnel inexperiment personnel competent mouv femin pression humanit cupidit manifest;1
n en ont rien faire de vous   on a l impression de les deranger et ne sont meme pas au courant des regles actuels en vigueur   il serait fermer ca  serait tout aussi utile  ;1;['impress', 'derang', 'actuel', 'vigueur', 'ferm', 'util'];impress derang actuel vigueur ferm util;1
l  equipe de pole emploi rochefort m a tres bien accompagnee pendant cette periode de crise sanitaire  j ai eu affaire a deux conseilleres competentes  reactives et  a l ecoute  merci  ;1;['equip', 'rochefort', 'accompagne', 'cris', 'sanitair', 'affair', 'competent', 'reactiv'];equip rochefort accompagne cris sanitair affair competent reactiv;-1
super conseiller bon accueil;1;[];;-1
mon conseiller est un toxico     je n ai rien d autre a ajoute;1;['toxico', 'ajout'];toxico ajout;1
bon accueil;1;[];;-1
recu par un conseiller tres agreable et gentil ;1;['gentil'];gentil;1
15novembre 2022 accueil sa etai  l attente etait un long des agents qui s occupe merci a camile et herve nkundiyimana pour leur professionnalisme sa cour pas les rues content davoir pu les avoir malgre les gens qui  son impatient en esperant que les prochains soi aussi performant merci a vous deux     ;1;['15novembr', 'etai', 'agent', 'occup', 'camil', 'herv', 'nkundiyiman', 'professionnal', 'ru', 'content', 'impatient', 'soi', 'perform'];15novembr etai agent occup camil herv nkundiyiman professionnal ru content impatient soi perform;-1
aujourd hui 9 novembre restee en tout et pour tout 15 min dans l agence  probleme resolu et traite  recue par une conseillere emploi tres aimable a l accueil  qui m a tout de suite bien orientee  recue en deuxieme lieu par la directrice  tres humaine et souriante  bref avis tres positif ;1;['9', 'reste', 'min', 'agenc', 'resolu', 'aimabl', 'oriente', 'directric', 'souri'];9 reste min agenc resolu aimabl oriente directric souri;1
decouverte des nouveaux locaux a l occasion d une demande d information  agence sympa et accueillante  mais j ai surtout ete surpris par la prise en charge rapide et efficace du directeur adjoint  il me semble   mes problemes ont ete resolus en deux seconde   vraiment une superbe agence   ca change  ;1;['decouvert', 'occas', 'agenc', 'surpr', 'directeur', 'adjoint', 'resolus', 'second', 'superb', 'agenc'];decouvert occas agenc surpr directeur adjoint resolus second superb agenc;1
conseillere en retard alors que j etais le premier rendez vous du matin  ne fais que reproduire ce que nous faisons deja concernant la recherche d offre d emploi  nous savons utiliser votre site si cela peut vous rassurer  heureusement j ai ensuite rencontre quelqu un de tingari qui a fait preuve d empathie en plus de reellement m aider dans mes recherches ce qui m a permis de retrouver du travail  bon courage a tous;1;['retard', 'reproduir', 'faison', 'offre', 'savon', 'rassur', 'tingar', 'empath', 'courag'];retard reproduir faison offre savon rassur tingar empath courag;1
super accueil par le conseille   a l ecoute  des propositions sensees  des pistes pertinentes  souriant et avenant   ca change des poles emplois des grandes villes    ;1;['sense', 'pist', 'pertinent', 'souri', 'aven', 'grand'];sense pist pertinent souri aven grand;1
bon accueil  j ai bien aime ;1;[];;-1
conseillere indemnisation desagreable et desobligeante  le reste du personnel est parfait ;1;['indemnis', 'desoblig', 'personnel', 'parf'];indemnis desoblig personnel parf;-1
tres bonne agence et conseillere tres sympa  ;1;['agenc'];agenc;-1
tres bien pour l action des conseillers et deplorable pour une conseillere du service indemnisation   en mai 2018    ton desagreable et refus de serrer la main   a l epoque on pouvait    et franchement desagreable  les conseillers eux ont ete globalement toujours tres pros ;1;['deplor', 'servic', 'indemnis', '2018', 'serr', 'main', 'epoqu', 'global', 'pros'];deplor servic indemnis 2018 serr main epoqu global pros;-1
ne dependant pas de cette agence ou j ai du me rendre 2 fois pour des renseignements administratifs  chute ayant declenche un arret de travail puis reinscription en ligne   j ai ete a chaque fois tres bien accueillie et renseignee  un personnel disponible et efficace comme ce n est malheureusement pas toujours le cas dans certaines agences de la gironde  regles sanitaires liees au covid scrupuleusement appliquees ;1;['depend', 'agenc', 'administr', 'chut', 'declench', 'reinscript', 'renseigne', 'personnel', 'agenc', 'girond', 'sanitair', 'lie', 'covid', 'scrupul', 'applique'];depend agenc administr chut declench reinscript renseigne personnel agenc girond sanitair lie covid scrupul applique;-1
bonne accueil et personnel sympa ;1;['personnel'];personnel;-1
je me suis rendu ce jour a l agence pole emploi de st bel                                 et le personnel notamment a l accueil fut tres courtois  aidant et rassurant    et meme avis concernant le service accueil de l agence de tassin;1;['agenc', 'st', 'personnel', 'courtois', 'rassur', 'servic', 'agenc', 'tassin'];agenc st personnel courtois rassur servic agenc tassin;1
tres bon accueil pour ceux qui veulent travailler pourquoi il propose pas un stage de 3 semaine dans le domaine souhaitez par le client;1;['veulent'];veulent;-1
accueil tres sympathique et professionnel une jeune fille cheveux court juste tres a l ecoute elle m a beaucoup aider  et expliquer les demarches  bravo ;1;['sympath', 'jeun', 'fill', 'cheveux', 'court', 'demarch'];sympath jeun fill cheveux court demarch;1
recu  comme un chien dans le hall par un conseiller   d indemnisation  qui ma hurler dessus  sans me laisser en placer une  et qui avait  tort dans se qui disait  une personne  et intervenue  en 15 mn mon probleme  ete regle  cette personne  devrai acheter une camionnette  et aller vendre du poisson en bord de mer on dit que les personnes  non plus de respect ben celui la il et grand temp qui prenne sa retraite  avant que quelqu un  lui remette  les idees  en place je me serais  permi de l l humilier  comme  il la fait dans le hall ben je me serai retrouve  au commissariat  en 5 mn   plus jamais  je veux avoir  cette personne  parce que  sur se cout la je me laisserai pas parler comme  a un chien surtout  quand il a tort  je me laisserai pas prendre  par surprise  cette chose  et sur  j attends  toujours  les excuse de se monsieur;1;['chien', 'hall', 'indemnis', 'hurl', 'dessus', 'plac', 'tort', 'person', 'intervenu', 'mn', 'person', 'achet', 'camionnet', 'vendr', 'poisson', 'bord', 'mer', 'person', 'respect', 'ben', 'pren', 'retrait', 'remet', 'ide', 'perm', 'humili', 'hall', 'ben', 'commissariat', 'mn', 'person', 'cout', 'chien', 'tort', 'attend'];chien hall indemnis hurl dessus plac tort person intervenu mn person achet camionnet vendr poisson bord mer person respect ben pren retrait remet ide perm humili hall ben commissariat mn person cout chien tort attend;0
