"entite";"review_text";"rating";"rel_date";"convert_1";"annee"
"POLE EMPLOI RIOM-PE";"5 mois d'attente et des centaines de cv envoyé, je n'ai jamais eu d'aide de leurs parts, et en plus ils insinuent que je ne cherche pas de travail.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI RIOM-PE";"Aucune écoute, j'ai juste l'impression d'être un numéro de dossier parmi tant d'autres et le reste clairement ils n'en on rien à faire, cela fait plusieurs fois que je leur explique mon projet professionnel, et non je dois encore selon eux envoyer des cv etc, mais pourquoi j'irais envoyer des cv alors que je suis en pleine création d'entreprise... Bref ils ne vous écoutent pas...";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI RIOM-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI RIVE DE GIER-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROCHEFORT-PE";"Du personnel inexpérimenté à éviter ont toute absolue...une catastrophe un personnel qui n'es pas compétent un mouvement féministes on sent une pression énorme au locaux manque d'humanité et une cupidité certaines et manifeste...";"1";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI ROCHEFORT-PE";"""Votre CV n'es pas assez bien""
Les seuls conseil ""d'orientation"" entendu par 99% des gens qui passent la bas";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI ROCHEFORT-PE";"Lieu très peu fréquenté donc rapide";"4";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI ROCHEFORT-PE";"Aucun";"3";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ROCHEFORT-PE";"N en ont rien faire de vous , on a l impression de les déranger et ne sont même pas au courant des règles actuels en vigueur . Il serait fermer ça  serait tout aussi utile !";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROCHEFORT-PE";"Pas mal de choses poussent problème malheureusement, très peux d'aspect positifs.
Pour commencer j'ai appelé pour avoir quelques informations et un peu d'aide pour mon premier boulot, et j'avais clairement l'impression de faire ch...la conseillère, on dirait qu'elle avait mieux a faire que son travail...et en plus madame me raccroche au nez . C'est extrêmement dommage que ceux qui aident les jeunes pour le travail soit si peux investis . Après on vas les entendre dire que les jeunes sont des bons a rien ..
Après niveau horaire n'en parlons pas cette ouvert que le matin ce qui est très dommage .
Et oui les conseillers ne font pas extrêmement propres...";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROCHEFORT-PE";"L''équipe de Pole emploi Rochefort m'a très bien accompagnée pendant cette période de crise sanitaire. J'ai eu affaire à deux conseillères compétentes, réactives et  à l'écoute. Merci!!";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROCHEFORT-PE";"Super conseiller
Bon accueil";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROCHEFORT-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROCHEFORT-PE";"Mon conseiller est un toxico ... Je n'ai rien d'autre à ajouté";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROCHEFORT-PE";"Bon accueil";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROCHEFORT-PE";"Il prenne même pas le temp d'étudier un dossier 👏👏 …";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROCHEFORT-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROUEN AUBETTE-PE";"Reçu par un conseiller très agréable et gentil.";"5";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI ROUEN AUBETTE-PE";"15novembre 2022 accueil sa étai. l'attente etait un long des agents qui s'occupe merci a camile et Hervé nkundiyimana pour leur professionnalisme sa cour pas les rues content davoir pu les avoir malgré les gens qui  son impatient en espérant que les prochains soi aussi performant merci a vous deux 😁😉 …";"4";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI ROUEN AUBETTE-PE";"Aujourd'hui 9 novembre restée en tout et pour tout 15 min dans l'agence. Problème résolu et traité. Reçue par une conseillère emploi très aimable à l'accueil. Qui m'a tout de suite bien orientée. Reçue en deuxième lieu par la directrice. Très humaine et souriante.
Bref avis très positif.";"5";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI ROUEN AUBETTE-PE";"Radiée pour 3 mois alors que j'étais a l'hopital , je l avais prévenu par mail , c est rigolo c est comme ça que vs aidez les gens ? Vs êtes payés a rien faire et vs avez le culot de radier parce que vos appelles sont si utile pour  ns ,vs êtes inutile .";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ROUEN AUBETTE-PE";"Découverte des nouveaux locaux à l’occasion d’une demande d’information. Agence sympa et accueillante. Mais j’ai surtout été surpris par la prise en charge rapide et efficace du directeur adjoint, il me semble ! Mes problèmes ont été résolus en deux seconde !
Vraiment une superbe agence ! Ça change !";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROUEN AUBETTE-PE";"Médiocre";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROUEN AUBETTE-PE";"Excellent service";"3";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROUEN AUBETTE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROUEN AUBETTE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROYAN-PE";"Conseillère en retard alors que j'étais le premier rendez-vous du matin.
Ne fais que reproduire ce que nous faisons déjà concernant la recherche d'offre d'emploi, nous savons utiliser votre site si cela peut vous rassurer.
Heureusement j'ai ensuite rencontré quelqu'un de Tingari qui a fait preuve d'empathie en plus de réellement m'aider dans mes recherches ce qui m'a permis de retrouver du travail.
Bon courage à tous";"1";"il y a 2 semaines";"il y a 2 semaines";"2023"
"POLE EMPLOI ROYAN-PE";"Super accueil par le conseillé ! À l'écoute, des propositions sensées, des pistes pertinentes. Souriant et avenant ! Ça change des pôles emplois des grandes villes...!";"5";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI ROYAN-PE";"Bon accueil, j'ai bien aimé.";"4";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI ROYAN-PE";"Aucun";"4";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI ROYAN-PE";"Conseillère indemnisation désagréable et désobligeante. Le reste du personnel est parfait.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI ROYAN-PE";"Aucun";"3";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI ROYAN-PE";"Aucun";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI ROYAN-PE";"Très bonne agence et conseillère très sympa !";"5";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI ROYAN-PE";"le service téléphonique de pôle emploi est vraiment nul!!!! pour avoir un simple renseignement, je vais devoir encore me déplacer... et c'est pas la première fois!!!! j'habite à 20 km, ça fait cher le renseignement...";"2";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI ROYAN-PE";"Merci beaucoup";"5";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI ROYAN-PE";"Nous déposons une offre d'emploi en ligne en fournissant les documents demandés et en remplissant la fiche contact relative a l'offre d'emploi avec le numéro de la personne à joindre en cas de besoins hors ils n'ont jamais pris la peine à nous appeler à ce numéro pour le besoin d'un kbis et d'une photocopie de la carte d'identité mais sur un numéro que nous ne leur avions pas fournis et qu'ils avaient trouvé sur internet....

Heureusement des plateformes avec des employés bien plus compétents nous ont aider à trouver de la main d'œuvre.
Est-il sérieux de proposer à une entreprise de l'aider à recruter du personnel compétant quand même vous n'êtes pas en mesure d'en trouver pour votre structure ?

C'est quand même la deuxième fois... désolant.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROYAN-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI ROYAN-PE";"Très bien pour l’action des conseillers et déplorable pour une conseillère du service indemnisation ( en mai 2018 ), ton désagréable et refus de serrer la main ( a l’époque on pouvait ), et franchement désagréable.
Les conseillers eux ont été globalement toujours très pros.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROYAN-PE";"Ne dépendant pas de cette agence où j'ai du me rendre 2 fois pour des renseignements administratifs (chute ayant déclenché un arrêt de travail puis reinscription en ligne), j'ai été a chaque fois très bien accueillie et renseignée.
Un personnel disponible et efficace comme ce n'est malheureusement pas toujours le cas dans certaines agences de la Gironde.
Règles sanitaires liées au Covid scrupuleusement appliquées.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI ROYAN-PE";"Très accueillant, sécurisé pour le covid19";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAIN BEL-PE";"Bonne accueil et personnel sympa.";"4";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI SAIN BEL-PE";"Aucun";"4";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI SAIN BEL-PE";"Je me suis rendu ce jour à l'Agence Pole Emploi de St BEL.                                Et le personnel notamment à l'accueil fut très courtois ,aidant et rassurant .  Et même avis concernant le service accueil de l'Agence de TASSIN";"5";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI SAIN BEL-PE";"Je ne sais vraiment pas à quoi il sert ce pôle emploi, il ne vaut même la peine de s'inscrire 😔😔😭😭 …";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI SAIN BEL-PE";"interlocutrice très hautaine au téléphone, un ton condescendant et méprisant.";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI SAINT AMAND MONTROND-PE";"Très bon accueil pour ceux qui veulent travailler pourquoi il propose pas un stage de 3 semaine dans le domaine souhaitez par le client";"3";"il y a 2 jours";"il y a 2 jours";"2023"
"POLE EMPLOI SAINT AMAND MONTROND-PE";"Aucun";"3";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI SAINT AMAND MONTROND-PE";"Trop d'attente";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT AMAND MONTROND-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT BENOIT-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT BENOIT-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Aucun";"3";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Accueil très sympathique et professionnel
Une jeune fille cheveux court juste très à l’écoute elle m’a beaucoup aider, et expliquer les démarches, bravo!";"5";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Ha  !! ,on a supprimé mon avis aussi.
Quelle honte d'avoir recours à ces guignols et surtout ;
ils ont tellement honte de laisser les avis des gens , qu'ils les suppriment.
Toujours pareil ils ne servent à rien !!";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Reçu  comme un chien dans le hall par un conseiller   d'indemnisation  qui ma hurler dessus  sans me laisser en placer une  et qui avait  tort dans se qui disait  une personne  et intervenue  en 15 mn mon problème  ete réglé  cette personne  devrai acheter une camionnette  et aller vendre du poisson en bord de mer.on dit que les personnes  non plus de respect ben celui la il et grand temp qui prenne sa retraite  avant que quelqu'un  lui remette  les idées  en place je me serais  permi de l l'humilier  comme  il la fait dans le hall ben je me serai retrouvé  au commissariat  en 5 mn  .plus jamais  je veux avoir  cette personne  parce que  sur se cout la je me laisserai pas parler comme  a un chien surtout  quand il a tort  je me laisserai pas prendre  par surprise  cette chose  et sur .j attends  toujours  les excuse de se monsieur";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Une conseillère formation de très bon conseil et une conseillère indemnisation au top, qui prend le temps d'écouter et d'entendre et fait tout ce qu'il faut pour trouver la réponse adéquate....chapeau et merci !";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Vu que pôle emploi supprime les commentaires qui dit la vérité sur eux, je vais faire simple, une catastrophe, incapable de vous trouver du travail et ne parlons pas du chômage.. Il ne faut rien leurs demander, sinon vous pouvez être sur qui n'hésiterons pas à vous faire des trop perçus à gogo et si il peuvent éviter ou repousser de payer ils le feront 👌";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Pôle emploi une catastrophe, ils calculent vos allocations, font des erreurs et vous informe par la suite que vous êtes
redevable d'un trop perçu dans un délai de 2 mois 7 mois après le versement. C'est honteux et lamentable de mettre des gens qui se démènent pour travailler dans de telles situations !";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Il son a l'écoute il nous propose plein de chose merci à vous";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"bonjour, au chomage au bout de 37 ans, franchemant j'avais peur de venir à polemploi pourtant, le jeune homme de l'accueil m'a très bien accueilli est respectueux et il a pris du temps pour m'aider à laccueil pour mes papiers et sur internet ,pour me dire ce quil fallait faire, les conseils vont maider pour plus tards plus sereinement
Dommage qu'on peuve pas choisir le conseillé domage sa manque de gens comme ca qui rassures et qui écoute bien";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Incompétents ne réponds jamais à nous demande on est les seuls moments où ça répond à nos demandes c'est pour nous demander quelque chose ou une question à quoi sert Pôle Emploi de autre jour Dans les nouveaux horaires son de 8h30 à 12h30 à quel moment ils font en sorte de nous trouver du travail ou nous aider à trouver du travail";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Je ne suis pas resté longtemps au chômage, j’ai retrouvé un emploi plutôt rapidement et c’est uniquement grâce à moi par ailleurs, j’ai pu compter sur un conseiller sérieux et réactif qui m’a bien aidé au bon moment dans des démarches cafouilleuses où j’étais un peu paumé.
Je me bidonne de certains commentaires : pôle emploi ne sert à rien, arrêtez avec vos littératures épuisantes, ça dépend qui vous reçoit ou qui suit votre dossier. Ici ou ailleurs, il y aura toujours des gens consciencieux qui feront très bien leur job et d’autres qui se foutent pas mal de qui vous êtes.
L'herbe n'est pas plus verte ailleurs !";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Aucun";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Rares expériences. Ici cela me semble correct même si ma situation aujourd'hui n'est en rien un fait dépendant de pôle emploi... Je n'ai guère eu besoin de leurs concours";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT DIE DES VOSGES-PE";"Juste le problème des ouvertures, change tout le temps pour les gens qui taf et qui ne vont pas à chaque mois c'est pénible !!!!!!!";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT ETIENNE CLAPIER-PE";"Aucun";"5";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI SAINT ETIENNE CLAPIER-PE";"Je sais pas si ya pire qu eux, jamais jbai vue ma conseillère en un an d'inscription. Et je suis radiée à cause d'un rdv que moi même j'ai pris sur le site et le jour J j ai pas pu aller  j ai bien prévenu la personne au téléphone qui m'avait dit y a aucun soucis.";"1";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI SAINT ETIENNE CLAPIER-PE";"Aucun";"5";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI SAINT ETIENNE CLAPIER-PE";"Personnel incompétent, hautain, méprisant. Accueil toujours vide l'hôtesse se ballade et papotte dans le bureau de ses collègues et quand vous réclamez des services on vous montre que vous dérangez. Accueil interphone pôle emploi : aucune politesse, froide, méprisante ! Quelle honte de garder ce personnel !";"1";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI SAINT ETIENNE CLAPIER-PE";"je suis venue la première fois dans cette endroit pour m'inscrire à pôle emplois 24/08/2022     j'ai trouvé des personnes compétent qui nous conprenne et qui prend le temps de nous esplique et les deux rendez vous à été dès personne compétente et gentille et respectueux et agréable le rendez vous du 9/09/2022 et le rendez vous du 14/11/2022 avec Mme cogne elle est compétente et gentille et à l'écoute des personnes merci aux trois personnes qui mon reçu aux rendez vous";"5";"il y a 6 mois";"il y a 6 mois";"2022"
