Description;demarche en ligne;compte ou espace personnel;Description_2;Description_3;clusters
etant intermittent de spectacle  je me retrouve avec une tres grande difficulte a repondre aux demandes d informations de pole emploi et aux demarches de renouvellement a date anniversaire  deja cette date anniversaire est mobile   ensuite elle tombe parfois au milieu de contrat qui en fonction de la facon dont l employeur declare cette periode d activite   si le contrat court sur 2 mois et que la date anniversaire tombe au debut du contrat  il n y aura pas d indemnites pendant tout la duree du contrat  et ce  meme si l intermittent n a travaille que quelques jours sur la duree du contrat  si la date anniversaire n etait pas tombee en debut de contrat  l intermittent aurai ete indemnise sur les jours non travailles   ensuite de nombreuses erreurs de la part des employeurs viennent contredire les declarations de l intermittent  le temps passe a corriger ces erreurs et a obtenir que pole emploies enregistre est long et seme d embuches   tout est complexe dans ce systeme  mais pourquoi   pourquoi tout ce systeme de carences  delai d attente  date anniversaire mobile avec son obligation de jour chome apres la fin du dernier contrat  de penalisation des erreurs de declaration  pourtant bien involontaire et comprehensible au vu de la complexite    l intermittence est un beau systeme en soi mais qu il est urgent de rendre plus simple   je remarque que les conseillers pole emploi sont de plus en plus competents et bienveillants mais eux aussi aux prises avec la grande complexite du systeme ;1;1;['intermittent', 'demarch', 'renouvel', 'anniversair', 'anniversair', 'mobil', 'milieu', 'contrat', 'employeur', 'declar', 'contrat', 'court', 'anniversair', 'contrat', 'indemnit', 'dure', 'contrat', 'intermittent', 'dure', 'contrat', 'anniversair', 'tombe', 'contrat', 'intermittent', 'indemnis', 'nombreux', 'employeur', 'viennent', 'contredir', 'declar', 'intermittent', 'sem', 'embuch', 'system', 'system', 'carenc', 'anniversair', 'mobil', 'chom', 'contrat', 'penalis', 'declar', 'involontair', 'comprehensibl', 'complexit', 'intermittent', 'system', 'soi', 'urgent', 'remarqu', 'competent', 'pris', 'complexit', 'system'];intermittent demarch renouvel anniversair anniversair mobil milieu contrat employeur declar contrat court anniversair contrat indemnit dure contrat intermittent dure contrat anniversair tombe contrat intermittent indemnis nombreux employeur viennent contredir declar intermittent sem embuch system system carenc anniversair mobil chom contrat penalis declar involontair comprehensibl complexit intermittent system soi urgent remarqu competent pris complexit system;2
bonjour   je suis reconnu rqth depuis 2016  a ce titre je peux beneficier des prestations financees par l agefiph   cependant le delai de la prestation par le conseiller cap emploi ou pole emploi est long  entre 1 et 3 mois   mon ancien conseiller m a clairement dit   je n arrive pas a avoir de place pour vous donc je vous inscrit sur une prestation equivalente de pole emploi   la prestation en question est  activ projet  alors que celle de l agefiph s appelle  prestation d appui specifique    or la prestation de pole emploi ne traite pas de la question du handicap qui est mon principal frein a l embauche   j ai donc ete oblige de suivre une prestation non adaptee a mon cas et attendre la fin de la prestation pour pouvoir demander a nouveau la prestation de l agfiph   il faudrait reduire les delais de prescription des prestations agefiph  cordialement;1;0;['reconnu', 'rqth', '2016', 'finance', 'agefiph', 'cepend', 'cap', 'inscrit', 'equivalent', 'agefiph', 'appui', 'specif', 'handicap', 'frein', 'adapte', 'agfiph', 'reduir', 'prescript', 'agefiph'];reconnu rqth 2016 finance agefiph cepend cap inscrit equivalent agefiph appui specif handicap frein adapte agfiph reduir prescript agefiph;-1
a l heure de l economie energetique  voici un nouveau formulaire de declaration qui demande  d ouvrir un nombre improbable de fenetres  surcout d energie et de temps   prerempli avec des erreurs  surcout en energie et en temps   avec un justificatif qui s imprime sur 3 pages au lieu d 1   surcout en energie et en temps  voire en papier et en encre  ;1;0;['energet', 'voic', 'formulair', 'declar', 'improb', 'fenetr', 'surcout', 'energ', 'prerempl', 'surcout', 'energ', 'justif', 'surcout', 'energ', 'encre'];energet voic formulair declar improb fenetr surcout energ prerempl surcout energ justif surcout energ encre;-1
les champs d employeurs pre remplis qui tiennent comptet des renseignements du mois precedent bloquent la declaration  je change d employeurs tous les deux mois car je donne des cours particuliers  tres mauvaise experience  vous n avez que du temps a perdre a modifier les structures de declaration alors que je cherche du travail et je n en trouve pas   vous avez fini d ennuyer les chercheurs d emplois   merci ;1;1;['employeur', 'tiennent', 'comptet', 'bloquent', 'declar', 'employeur', 'structur', 'declar', 'ennui', 'chercheur'];employeur tiennent comptet bloquent declar employeur structur declar ennui chercheur;2
a une periode donnee j ai eu 2 employeurs mais c etait ponctuel  aujourd hui je ne peux pas supprimer cet employeur;1;0;['donne', 'employeur', 'ponctuel', 'employeur'];donne employeur ponctuel employeur;2
experience desastreuse  le site est complique  tout porte a croire qu il est concu afin de ne pas pouvoir s inscrire  les conseillers en agence  annecy  sont desagreables et hautains  zero empathie   et dire  que ces personnes sont payees grace a nos impots     on comprend mieux la decheance de notre pays ;1;1;['desastr', 'concu', 'agenc', 'annecy', 'hautain', 'empath', 'person', 'paye', 'impot', 'decheanc', 'pay'];desastr concu agenc annecy hautain empath person paye impot decheanc pay;2
le nouveau processus d actualisation me demande si je suis entrepreneur  quel est le nom de mon entreprise  les heures travaillees et le salaire recu   les deux premieres informations etaient deja connues de pole emploi et ne figuraient pas avant dans le processus de declaration mensuelle ;1;0;['processus', 'entrepreneur', 'salair', 'premier', 'figur', 'processus', 'declar'];processus entrepreneur salair premier figur processus declar;2
quelqu un s  est permis d  acceder  a mon espace personnel pole emploi et d actualiser ma situation mensuelle a ma place   je n  ai aucun moyen de savoir et de voir ce qui a ete fait car je n ai pas d acces a la correction de declaration mensuelle ni la possibilite de telecharger le justificatif de declaration mensuelle   c est arrive hier tard en fin de journee le 08 12 2022 j ai envoye une reclamation via mon espace personnel a pole emploi et je suis en attente d une reponse face a ce probleme et surtout d  une solution ;0;1;['personnel', 'declar', 'justif', 'declar', 'hi', '08', 'reclam', 'personnel', 'repons', 'fac'];personnel declar justif declar hi 08 reclam personnel repons fac;2
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension sinon votre reponse   par mon present courrier electronique  je vous fais part de ma suggestion  sinon mon souhait ci dessous  j aimerais pouvoir correspondre avec le pole emploi et pour envoyer des candidatures  autrement que par courrier electronique desuet  puisque je n ai pas de solution efficace comme mailinblack ou le test de turing  pour ne pas recevoir de courriers indesirables  mais j utilise les messageries dites  securisees   whatsapp  telegram   j en suis donc desole   sincerement   une toute petite personne;1;0;['repons', 'courri', 'electron', 'suggest', 'souh', 'dessous', 'correspondr', 'autr', 'courri', 'electron', 'desuet', 'mailinblack', 'test', 'turing', 'courri', 'indesir', 'messager', 'securise', 'whatsapp', 'telegram', 'desol', 'sincer', 'person'];repons courri electron suggest souh dessous correspondr autr courri electron desuet mailinblack test turing courri indesir messager securise whatsapp telegram desol sincer person;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   cinq echanges en ligne  sont encore  en cours de traitement  depuis  au moins le 27 decembre 2021  et ils ne sont toujours pas clotures  en ligne    j en suis donc desole   sincerement   une toute petite personne;1;1;['cinq', '27', 'clotur', 'desol', 'sincer', 'person'];cinq 27 clotur desol sincer person;4
pole emploi motive  par plus de simplicite  sa nouvelle procedure d actualisation mensuelle mise en ligne a partir du mois de novembre 2022  est elle vraiment simplifiee   je suis autoentrepreneur inscrit au pole emploi  mon entreprise n a pas de nom  le nouveau formulaire d actualisation en ligne exige de renseigner le champ     nom de l entreprise    l aide en ligne ne precise pas que  faute de nom d entreprise  celui de l autoentrepreneur convient  intituler ce champ  nom de l entreprise  ou de l  autoentrepreneur  serait plus pertinent et eviterait de perdre du temps a savoir quoi remplir  dans le cas de 0h travaillee pour le compte de l entreprise sur la periode  il faut declarer 1h dans l outil  la valeur 0 est refusee  pourquoi cette incoherence   avec la procedure d actualisation precedente  un travailleur independant declarait  pour ses travaux realises sur la periode  le total des heures effectuees  le total du montant brut des remunerations  et joignait chacun de ses bulletins de salaire  avec la nouvelle procedure  il faut  en plus et prealablement  renseigner le nom de chaque employeur et le montant brut de chaque bulletin de salaire respectif  est ce simplifier que de demander de detailler    mon propos n est pas de contester l interet de cette nouvelle procedure  je voudrais que mon experience      permette la clarification coherence des donnees requises par la procedure d actualisation    avertisse le lecteur  que  dans certains cas  la simplicite pretendue par pole emploi peut s averer chronophage ;1;0;['motiv', 'simplicit', 'procedur', 'simplifie', 'autoentrepreneur', 'inscrit', 'formulair', 'autoentrepreneur', 'convient', 'intitul', 'autoentrepreneur', 'pertinent', '0h', 'compt', 'declar', '1h', 'valeur', 'incoherent', 'procedur', 'travailleur', 'independ', 'declar', 'traval', 'remuner', 'joign', 'bulletin', 'salair', 'procedur', 'prealabl', 'employeur', 'bulletin', 'salair', 'respect', 'simplifi', 'detaill', 'contest', 'interet', 'procedur', 'voudr', 'clarif', 'coherent', 'requis', 'procedur', 'avert', 'lecteur', 'simplicit', 'pretendu', 'aver', 'chronophag'];motiv simplicit procedur simplifie autoentrepreneur inscrit formulair autoentrepreneur convient intitul autoentrepreneur pertinent 0h compt declar 1h valeur incoherent procedur travailleur independ declar traval remuner joign bulletin salair procedur prealabl employeur bulletin salair respect simplifi detaill contest interet procedur voudr clarif coherent requis procedur avert lecteur simplicit pretendu aver chronophag;-1
elle etait plus simple d utilisation pour le remplissage   dans la nouvelle version  pas de pdf donnant le recapitulatif de ma declaration  seulement une attestation de declaration   pas de mail de confirmation comme annonce a la fin de la declaration   et je n ai pas vu non plus de bouton pour envoyer des justificatifs  comme c est annonce au debut   bref  l ancienne version me convenait largement plus   c etait beaucoup plus rapide   on veut toujours faire du soi disant plus simple   finalement  c est tordu   merci de votre attention ;1;1;['remplissag', 'pdf', 'recapitul', 'declar', 'attest', 'declar', 'declar', 'bouton', 'justif', 'conven', 'larg', 'soi', 'tordu'];remplissag pdf recapitul declar attest declar declar bouton justif conven larg soi tordu;1
la partie employeur repertorie  doit obligatoirement etre remplie meme si aucune heure n a ete effectuee donc obligation de noter 1heure  en consequence incitation a la fausse declaration   il est beau le nouveau systeme de pointage ;1;0;['employeur', 'repertor', 'effectue', '1heur', 'incit', 'declar', 'system', 'pointag'];employeur repertor effectue 1heur incit declar system pointag;2
