Description;accueil;Description_2;Description_3;clusters
impossibilite de s actualiser  pour en fait decouvrir que tout venait de pole emploi  en fait ils ont tout change pour un nouveau formulaire idem pour les dates d actualisation et des declarations d activites  sans bien sur prevenir les concernees  ensuite ils accusent que l actualisation n a pas ete executee en tant et en heure  obligation protocolaire obligatoire auquel chaque inscrit en general n oubliera jamais pas car il sait qu il en va de la necessite de pouvoir remplir le frigo   meme principe pour un employe  d autre part pourquoi aucune information relayee sur la possibilite de cumuler l ass et le rsa pour des personnes inscrites depuis au moins 2020  idem pour le dossier de demande d aide  genre micro credit  qui peut etre validee qu aupres de pole emploi pour ou avec prime a la conversion pour un vehicule  beaucoup de questions et d aberrations ;1;['impossibilit', 'decouvr', 'formulair', 'idem', 'declar', 'preven', 'concerne', 'accusent', 'execute', 'protocolair', 'auquel', 'inscrit', 'oubli', 'necessit', 'frigo', 'princip', 'relaye', 'cumul', 'ass', 'rsa', 'person', 'inscrit', 'idem', 'dossi', 'micro', 'cred', 'valide', 'vehicul', 'aberr'];impossibilit decouvr formulair idem declar preven concerne accusent execute protocolair auquel inscrit oubli necessit frigo princip relaye cumul ass rsa person inscrit idem dossi micro cred valide vehicul aberr;-1
bonjour   l accompagnement est quasi inexistant  si je ne sollicitait pas regulierement un rendez vous  je n en aurait aucun de plus le temps que le conseiller peut accorde  a un demandeur est limite  et que dire des prestation agefiph il faut plusieurs mois pour espere en beneficier  j ai fait la demande en septembre et je suis toujours sur liste d attente  la prestation n a pas commencer faute de formateur  et que dire des prestations pole emploi rien pour les demandeurs d emploi handicape   il n y aucune prestation possible alors j essaie d autre region mais les delais sont aussi longs et je suis obliger de recommencer tout le parcour  sachant que les offres sont plus importantes sur paris  mon principal frein est mon handicap  au mois de septembre faute de conseiller cap emploi j ai demande un accompagnement en presentiel  non seulement cet accompagnement n a pas pu avoir lieu en presentiel car le site etait incompatible avec mon handicap mais en plus il faisait doublon avec les ateliers de pole emploi seuls les ateliers optionnels qui n ont pas eu lieu faute de participant aurai pu avoir un interet resultat pendant les ateliers j ai du m occupe autrement  et aucune aide question handicap qui comme je le rappel est mon principal frein ;1;['quas', 'inexist', 'regulier', 'accord', 'agefiph', 'handicap', 'region', 'long', 'recommenc', 'offre', 'paris', 'frein', 'handicap', 'cap', 'presentiel', 'presentiel', 'incompatibl', 'handicap', 'doublon', 'seul', 'optionnel', 'interet', 'occup', 'autr', 'handicap', 'frein'];quas inexist regulier accord agefiph handicap region long recommenc offre paris frein handicap cap presentiel presentiel incompatibl handicap doublon seul optionnel interet occup autr handicap frein;3
mon experience avec pole emploi a ete tres mauvaise  inutile  une perte de temps totale ;1;['total'];total;-1
j ai ete assiste par une conseillere sur l agence pole emploi de castelsarrasin pour la recherche d une employee  elle m a accompagnee avec ses collegues de facon tres professionnelle    je tiens sincerement a la remercier du suivi du dossier   cordialement  guiral;1;['agenc', 'castelsarrasin', 'employe', 'accompagne', 'collegu', 'sincer', 'remerci', 'dossi', 'guiral'];agenc castelsarrasin employe accompagne collegu sincer remerci dossi guiral;1
actuellement a la recherche d un emploi je dirais que le site de pole emploi est d une grande aide pour prospecter et envoyer ses candidatures dans la foulee ;1;['dir', 'prospect', 'foule'];dir prospect foule;2
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension   ce n est pas mon  ressenti  mais  bel et bien  mon veritable vecu decrit ci dessous  le pole emploi m adresse en ligne un courrier  en date du vendredi 7 avril 2023  pour un  echange  a la meme date  alors que je n en ai eu aucun ce meme jour  du vendredi 7 avril 2023  de qui se moque t on     sincerement   un quinquagenaire tourangeau;1;['decr', 'dessous', 'courri', 'vendred', 'vendred', 'moqu', 'sincer', 'quinquagenair', 'tourangeau'];decr dessous courri vendred vendred moqu sincer quinquagenair tourangeau;2
je suis inscrite a pole emploi depuis fin decembre 2022  j ai envoye toutes les attestations employeurs demande  manque ma regularisation de carriere  contactant le 3937 une charmante dame me dit que c est juste pour savoir le nombre de trimestres qu il me reste a faire pour atteindre la retraite  j ai envoye differents documents  qui ne leur convient pas  a la carsat  on dit que pole emploi a acces a ces documents donc ne comprennent pas pourquoi on nous les demande  je ne pense pas que le nombre de trimestres manquants influent sur le montant de mes allocations  mais bientot 4 mois et je n ai toujours rien percu  comment chercher du travail si on nous coupe internet  et qu on ne peut plus payer l essence  c est revoltant ;1;['inscrit', 'attest', 'employeur', 'contact', '3937', 'charm', 'atteindr', 'retrait', 'docu', 'convient', 'carsat', 'docu', 'comprennent', 'influent', 'alloc', 'bientot', 'coup', 'internet', 'pai', 'essenc', 'revolt'];inscrit attest employeur contact 3937 charm atteindr retrait docu convient carsat docu comprennent influent alloc bientot coup internet pai essenc revolt;3
je suis nee le 21 juin 1960  j ai ete fonctionnaire territoriale titulaire durant les 20 dernieres annees et actuellement en disponibilite pour  poursuite d etudes dans l interet de la collectivite   a la suite d un accident du travail  declaree inapte a tenir mon poste d atsem  mon centre de gestion m a propose de reprendre des etudes  ce que j ai accepte  je suis donc partie en apprentissage a 57 ans  sous contrat de droit prive au service rh d une mairie  situation complexe statutairement  je l avoue   entre mon annee de maitrise 1 rh et mon annee de maitrise 2 rh  les 2 contrats de travail n ont pu se chevaucher pour cause de conseil municipal decale  de fait  il me manque 1 mois et demi de salaire  je me suis tout naturellement tournee vers pole emploi  comme d autres personnes dans mon cas  pour deposer un dossier  c est la que le bat blesse   pe me demande le document  chomage indemnise regularisation de carriere  que je ne peux obtenir que si je prends ma retraite  mes projets professionnels ne sont pas termines  j avais  au jour de ma demande d indemnisation  62 ans et 4 mois et je ne ne serai en retraite qu en 2025  poursuite en doctorat     donc voila  pas de document  pas d indemnite  le direction de pe m a specifie que mon age pose probleme pour etre indemnisee  j aurais du avoir 61 ans et 9 mois  c est un comble     une procedure de 8 mois   perte de temps pour les agents de pole emploi  pour moi  perte d argent pour les recommandes  perte de credibilite aussi aupres de toutes les personnes que j ai impliquees dans ma demarches  bref  un constat bien amer   ;1;['ne', '21', 'juin', '1960', 'fonctionnair', 'territorial', 'titulair', 'dernier', 'disponibilit', 'poursuit', 'etud', 'interet', 'collectivit', 'accident', 'inapt', 'ten', 'atsem', 'gestion', 'etud', 'apprentissag', '57', 'contrat', 'servic', 'rh', 'mair', 'statutair', 'avou', 'maitris', 'rh', 'maitris', 'rh', 'contrat', 'chevauch', 'municipal', 'decal', 'dem', 'salair', 'naturel', 'tourne', 'person', 'dossi', 'bless', 'docu', 'chomag', 'indemnis', 'prend', 'retrait', 'indemnis', 'retrait', '2025', 'poursuit', 'doctorat', 'docu', 'indemnit', 'specif', 'indemnise', '61', '9', 'combl', 'procedur', 'agent', 'argent', 'recommand', 'credibilit', 'person', 'implique', 'demarch', 'constat', 'amer'];ne 21 juin 1960 fonctionnair territorial titulair dernier disponibilit poursuit etud interet collectivit accident inapt ten atsem gestion etud apprentissag 57 contrat servic rh mair statutair avou maitris rh maitris rh contrat chevauch municipal decal dem salair naturel tourne person dossi bless docu chomag indemnis prend retrait indemnis retrait 2025 poursuit doctorat docu indemnit specif indemnise 61 9 combl procedur agent argent recommand credibilit person implique demarch constat amer;3
malgre mon inscription sur la liste des demandeurs d emploi  pole emploi ne m avait jamais informe sur les dispositifs d acces a l emploi pour les jeunes entre 18 et 25 ans  c est maintenant  a l age de 32 ans  que je viens de prendre connaissances de ces dispositifs  dans le cadre de ma formation  conseiller en insertion professionnelle   or  si je l avais su a ma jeunesse  ca m aurait servi  bien plus tot  dans mon parcours d insertion professionnelle  j en deduis donc que pole emploi n instruit pas suffisamment ses conseillers  et ou ne diffuse pas suffisamment l information  car je n avais jamais eu cette information via eux  durant toute cette tranche d age  de mes 18 a mes 25 ans  ;1;['jeun', '18', '32', 'format', 'insert', 'jeuness', 'serv', 'tot', 'insert', 'deduis', 'instruit', 'diffus', 'tranch', '18'];jeun 18 32 format insert jeuness serv tot insert deduis instruit diffus tranch 18;0
tres souvent le pole emploi fait l objet de critiques car  c est une realite  certains chomeurs sont desabuses et dans la souffrance   je tiens a saluer l accueil  l investissement des membres de l equipe pole emploi rencontree  des hommes et des femmes qui ecoutent et proposent des options  des solutions  organisent des evenements sur le terrain avec les candidats a la rencontre des professionnels et des entreprises  ils se demenent avec conviction pour creer la relation entre les aspirations des candidats et les besoins des entreprises  je suis admirative et reconnaissante   l implication des femmes et des hommes de l equipe pole emploi rencontree  leur humanite  face a la detresse parfois  me fait dire  madame  monsieur  respect   dans l organisation de vos equipes  nos echanges  vos initiatives terrain  votre travail et vos efforts  un grand merci et une vraie reconnaissance aux femmes et aux hommes des equipes du pole emploi de jonzac ;1;['objet', 'critiqu', 'desabus', 'souffranc', 'salu', 'invest', 'membr', 'equip', 'rencontre', 'homm', 'femm', 'ecoutent', 'proposent', 'option', 'solut', 'organisent', 'even', 'terrain', 'demenent', 'convict', 'aspir', 'besoin', 'admir', 'reconnaiss', 'impliqu', 'femm', 'homm', 'equip', 'rencontre', 'humanit', 'fac', 'detress', 'respect', 'equip', 'initi', 'terrain', 'effort', 'vrai', 'reconnaiss', 'femm', 'homm', 'equip', 'jonzac'];objet critiqu desabus souffranc salu invest membr equip rencontre homm femm ecoutent proposent option solut organisent even terrain demenent convict aspir besoin admir reconnaiss impliqu femm homm equip rencontre humanit fac detress respect equip initi terrain effort vrai reconnaiss femm homm equip jonzac;3
j ai effectue mon actualisation mensuelle le 28 avril 2023  le site internet du pole emploi a mon espace personnel ecrit     mon actualisation validee le 28 avr  2023 pour la periode du 31 mars 2023 au 31 mars 2023   pourquoi la periode est du 31 mars 2023 au 31 mars 2023   le jour unique du 31 mars 2023  cette periode est anormal ;1;['internet', 'personnel', 'valide', 'avr', '31', '31', '31', '31', 'uniqu', '31', 'anormal'];internet personnel valide avr 31 31 31 31 uniqu 31 anormal;-1
pole emploi a vraiment ete un handicap a ma recherche d emploi  a ma formation professionnelle et a mes demandes d aides eventuelles  des stages farfelus m ont ete imposes avec menace de radiation si je n y participais pas  de fausses informations m ont ete donnees  excuses evoquees   l obsolescence des logiciels  et de ce fait   impossibilite de faire les deux formations que j avais souhaite faire   des documents officiels remis en main propre ont ete  egares   des retards dans mon dossier m ont fait perdre une aide a laquelle j avais droit     un mediateur d aucune aide et hostile m a egalement fourni de fausses informations    bref  un calvaire  tout va mieux depuis que je suis passee par cap emploi ;1;['handicap', 'format', 'eventuel', 'farfelus', 'impos', 'evoque', 'obsolescent', 'impossibilit', 'format', 'docu', 'officiel', 'rem', 'main', 'propr', 'egar', 'retard', 'dossi', 'mediateur', 'hostil', 'calvair', 'passe', 'cap'];handicap format eventuel farfelus impos evoque obsolescent impossibilit format docu officiel rem main propr egar retard dossi mediateur hostil calvair passe cap;-1
