Description;telephone;Description_2;Description_3;clusters
bonjour  je vous contacte afin de vous faire part de mon etonnement d avoir percu environ 400  alors que je viens de faire une simulation sur votre plateforme pole emploi en declarant 215  pour 22h de travail effectue et le simulateur annonce environ 630  d allocations alors pourquoi je ne percois que 400    c est honteux  j ai cotise pendant 1 an pour rien  si j avais su je n aurais jamais repris le travail car trop de complication et de manque a gagner  du coup je vais rompre le contrat avec mon employeur car le peu que je gagne couvre a peine mes frais de deplacement  alors si je comprends bien  mieux vaut rester chez soi et percevoir les 760  d allocation plutot que de travailler quelques heures dans le mois en plus  je ne suis pas paye le 2 janvier comme convenu et on me retire presque la moitie de mes allocations a cause d une fiche de paye que je n avais pas encore recue  pourtant j ai bien declare mes heures du mois de decembre le 28  c est honteux et je n ai plus aucune confiance dans le service public car j essaie d etre le plus transparent possible et de faire mes declarations en temps et en heures  mais apparemment l honnetete ne paye pas  du coup je vais rompre le contrat avec mon employeur  ca m evitera toutes ces deconvenues qui me mettent dans une tres mauvaise posture  cordialement ;1;['contact', 'eton', '400', 'simul', 'plateform', 'declar', '215', '22h', 'simul', '630', 'alloc', 'percois', '400', 'repr', 'rompr', 'contrat', 'employeur', 'couvr', 'frais', 'vaut', 'soi', 'percevoir', '760', 'alloc', 'pay', 'convenu', 'retir', 'moit', 'alloc', 'pay', 'declar', 'servic', 'transparent', 'declar', 'apparent', 'honnetet', 'pay', 'rompr', 'contrat', 'employeur', 'deconvenu', 'mettent', 'postur'];contact eton 400 simul plateform declar 215 22h simul 630 alloc percois 400 repr rompr contrat employeur couvr frais vaut soi percevoir 760 alloc pay convenu retir moit alloc pay declar servic transparent declar apparent honnetet pay rompr contrat employeur deconvenu mettent postur;1
et oui  j ai ete radiee  pourquoi  parce que je travaille dans la fonction publique comme vacataire et que je n ai pas les papiers a temps  jamais les bons  bravo  je suis seule avec deux enfants   ;1;['radie', 'vacatair'];radie vacatair;2
suite a une reorientation en octobre  2021  je suis restee 8 mois sans ecole et j ai donc trouve un petit job   a la rentree 2022  inscription en poche dans ma nouvelle ecole pour des etudes qui me plaisent enormement  j ai contracte un pret etudiant   j ai attendu 3 mois avant de me presenter a pole emploi mais j obtiens comme reponse que je n ai pas le droit au chomage car j ai demissionne d un cdi  grande deception   j ai travaille et aurais pu percevoir une belle somme me dit la conseillere  mais rien apres une demission  elle insiste lourdement  je pleure en la quittant   apres renseignement  je pensai avoir le droit a une bourse  mais voila que j ai appele le crous 3 jours trop tard     je peux donc rester sombrer un peu plus dans la precarite  je n ai le droit a rien  je ne suis rien qu une petite etudiante a qui la societe ne laissera aucune chance de s en sortir  comme bon nombre de francais  mes parents se levent tous les jours pour travailler  jamais d aide pour eux et en cascade pour moi  c est miserable ;1;['reorient', 'reste', 'ecol', 'job', 'rentre', 'poch', 'ecol', 'etud', 'plaisent', 'contract', 'pret', 'etudi', 'attendu', 'obtien', 'repons', 'chomag', 'demission', 'cdi', 'decept', 'percevoir', 'somm', 'demiss', 'insist', 'lourd', 'pleur', 'quitt', 'bours', 'appel', 'crous', 'sombr', 'precarit', 'etudi', 'levent', 'cascad', 'miser'];reorient reste ecol job rentre poch ecol etud plaisent contract pret etudi attendu obtien repons chomag demission cdi decept percevoir somm demiss insist lourd pleur quitt bours appel crous sombr precarit etudi levent cascad miser;1
voila plus de 6 mois que je suis inscrit comme demandeur d emploi  durant ces 6 mois j ai enchaine les demandes de justificatifs  les refus et de nombreuses explications fumeuses quant aux raisons qui font que je ne suis toujours pas indemnise  ces conseillers indemnisation doivent probablement avoir trop de dossier a gerer  mais la legerete avec laquelle ils repondent est scandaleuse  je plains les personnes vulnerables ou en difficulte sociale qui doivent affronter ce broyeur social  si j avais fait preuve d autant de legerete dans mon emploi prive  les consequences auraient ete graves et je n aurais pas tenu un mois  bon courage a tous ceux dont la situation est complexe  hors du standard   ;1;['inscrit', 'enchain', 'justif', 'nombreux', 'fumeux', 'raison', 'indemnis', 'indemnis', 'probabl', 'dossi', 'legeret', 'repondent', 'scandal', 'plain', 'person', 'vulner', 'affront', 'broyeur', 'legeret', 'grav', 'tenu', 'courag', 'hor', 'standard'];inscrit enchain justif nombreux fumeux raison indemnis indemnis probabl dossi legeret repondent scandal plain person vulner affront broyeur legeret grav tenu courag hor standard;1
suite de mon post du 09 12 2022  ma conseillere pole emploi m a renvoye un courriel quasi identique a l initial  celui ci a neanmoins ete precede d un appel telephonique de ma conseillere pole emploi au cours duquel elle m a precise qu il n y avait aucun texte reglementaire relatif au courrier intitule   chomage indemnise   regularisation de carriere     comment est ce possible qu il n existe aucun texte reglementaire   comment esperer que renouveler ma demande de ce courrier  chomage indemnise   regularisation de carriere  sans reference a un texte reglementaire me permette d atteindre un resultat different aupres de mes caisses de retraite   pourquoi le releve de carriere n est il pas suffisant   arcanes administratifs qui mettent les administres face a une situation kafkaienne traumatisante ;1;['09', 'renvoy', 'courriel', 'quas', 'ident', 'initial', 'neanmoin', 'preced', 'appel', 'duquel', 'reglementair', 'courri', 'intitul', 'chomag', 'indemnis', 'reglementair', 'renouvel', 'courri', 'chomag', 'indemnis', 'reglementair', 'atteindr', 'caiss', 'retrait', 'arcan', 'administr', 'mettent', 'administr', 'fac', 'kafkaien', 'traumatis'];09 renvoy courriel quas ident initial neanmoin preced appel duquel reglementair courri intitul chomag indemnis reglementair renouvel courri chomag indemnis reglementair atteindr caiss retrait arcan administr mettent administr fac kafkaien traumatis;1
bonjour   voila un peu moins de 3 mois que je suis au chomage et je n ai toujours pas eu d entretien telephonique ni de rendez vous ni de mail de ma conseillere pole emploi   le probleme est que je souhaite integrer une formation  qui m a ete recommande par une branche specifique de pole emploi  a laquelle j ai ete admis   on me demande desormais de prendre contact avec la dite conseillere pour suivre les demarche d inscription  la formation demarrant dans moins de 15 jours   il serait tres appreciable que pour un service sense aider a un retour a l emploi et a la formation  qu il y ai plus de reactivite  inferieur a 2 semaines serait le minimum de la decence  concernant certains sujets urgents  plutot que de seulement envoyer des notifications de rendez vous pour dans 2 mois   cordiamement ;1;['chomag', 'integr', 'format', 'recommand', 'branch', 'specif', 'admis', 'contact', 'demarch', 'format', 'demarr', 'appreci', 'servic', 'sens', 'format', 'reactivit', 'inferieur', 'decenc', 'urgent', 'cordiam'];chomag integr format recommand branch specif admis contact demarch format demarr appreci servic sens format reactivit inferieur decenc urgent cordiam;1
pole emploi a plus d un mois de retard sur le paiement de mes allocations  et cette situation dure depuis plusieurs mois  leurs services sont injoignable  autant le 3949 ou aucun conseiller n est joignable  que le conseiller referent qui ne repond a aucun mail  plusieurs reclamations ont ete envoyees  mais a chaque fois une reponse ubuesque a ete apportee   il faut appeler le 3949  ou encore  veuillez prendre contact avec votre conseiller referent   alors qu aucun ne repond   ces retard de paiement entrainent des frais chaque mois  et la situation n avance pas ;1;['retard', 'pai', 'alloc', 'servic', 'injoign', '3949', 'joignabl', 'reclam', 'envoye', 'repons', 'ubuesqu', 'apporte', 'appel', '3949', 'contact', 'retard', 'pai', 'entrainent', 'frais'];retard pai alloc servic injoign 3949 joignabl reclam envoye repons ubuesqu apporte appel 3949 contact retard pai entrainent frais;1
j ai ete au chomage d avril 2020 a aout 2021  ma caisse de retraite demande un justificatif des periodes indemnisees  j appelle pole emploi et on me repond    vous devez demander un rendez vous a l agence et vous rendre sur place pour faire votre demande et obtenir ce document   de plus  je suis handicape     ;1;['chomag', 'caiss', 'retrait', 'justif', 'indemnise', 'appel', 'agenc', 'docu', 'handicap'];chomag caiss retrait justif indemnise appel agenc docu handicap;1
j ai suivi la nouvelle procedure sans probleme car elle est tres lisible  mais a mon grand etonnement  si les dates de travail etaient bonnes  les montant enregistres ne correspondaient pas a mes documents  edites par un autre organisme public  le guso  et il n y avait aucun moyen de les rectifier  j ai depose une reclamation car je ne pouvais joindre personne au telephone ni me deplacer car j etais malade  sans reponse rapide et la date limite approchant  j ai du terminer la procedure de declaration avec les chiffres pre enregistres et donc faire une declaration sur l honneur contenant des chiffres errones   il y a la un gros dysfonctionnement ;1;['procedur', 'lisibl', 'eton', 'docu', 'edit', 'guso', 'rectifi', 'reclam', 'person', 'malad', 'repons', 'approch', 'procedur', 'declar', 'declar', 'honneur', 'conten', 'erron'];procedur lisibl eton docu edit guso rectifi reclam person malad repons approch procedur declar declar honneur conten erron;1
suite a plusieurs entretiens avec un conseiller de pole emploi  celui ci m a clairement dit que je ne pouvait pas faire mon metier sans meme s informer sur celui ci   je suis specialise depuis 15 ans en renovation du bati ancien et construction durable en cabinet d architecture  je viens de terminer une remise a niveau en bim  selon mon conseiller je dois chercher dans un  bureau d etude qui fait de la plomberie ou dans le beton arme sous pretexte qu il y a des offres  or je ne suis pas specialise dans ces domaines  et cela n a rien a voir avec mes competences   ca fait des annees que j entend ce discours a chaque passage chez pole emploi  il serait temps de faire des agences par specialite comme le font les agences d interim   au passage vos prestataires  c est pareil  meconnaissance du metier mais quand on leur demande des  conseils  ils ne savent pas quoi repondre   cordialement ;1;['specialis', 'renov', 'construct', 'durabl', 'cabinet', 'architectur', 'remis', 'bim', 'selon', 'bureau', 'etud', 'plomber', 'beton', 'arme', 'pretext', 'offre', 'specialis', 'domain', 'entend', 'discour', 'passag', 'agenc', 'specialit', 'agenc', 'interim', 'passag', 'prestatair', 'pareil', 'meconnaiss', 'savent'];specialis renov construct durabl cabinet architectur remis bim selon bureau etud plomber beton arme pretext offre specialis domain entend discour passag agenc specialit agenc interim passag prestatair pareil meconnaiss savent;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ce n est pas mon  ressenti  mais  bel et bien  mon veritable vecu en ligne  sur le site du pole emploi  parce qu aucun creneau horaire ne demeure disponible je ne suis plus recu en agence  alors que je n entends pas bien par telephone  parce que je n ai un bon appareil  ni un bon reseau ou une bonne audition  malheureusement et  malgre moi   j en suis donc desole   sincerement   un minuscule quinquagenaire;1;['creneau', 'horair', 'demeur', 'agenc', 'entend', 'appareil', 'reseau', 'audit', 'desol', 'sincer', 'minuscul', 'quinquagenair'];creneau horair demeur agenc entend appareil reseau audit desol sincer minuscul quinquagenair;1
a plusieurs reprises  et notamment hier  j ai voulu appeler pole emploi car j avais un besoin imperatif  des le decrochage  le serveur vocal disait  a chaque fois que pole emploi avait tente de me joindre  et que si je n avais pas reussi a les contacter entre temps  je devais appeler le 3939 et ca raccrochait    a chaque appel  le message etait le meme  aucun autre message ou possibilite de choix n etait donne   c est insupportable pour une plateforme de service public   je ne sais plus quoi faire  ;1;['hi', 'appel', 'imper', 'decrochag', 'serveur', 'vocal', 'contact', 'appel', '3939', 'raccroch', 'appel', 'insupport', 'plateform', 'servic'];hi appel imper decrochag serveur vocal contact appel 3939 raccroch appel insupport plateform servic;-1
